COD_TAB;REST_CLAVE;MEMO_FIJO;MEMO_FIJ1,C,6
T03;42186063;LENGUA Y CULTURA GRIEGAS I;
T03;42186064;GRAMATICA III;
T03;42186066;DIALECTOLOGIA LATINOAMERICANA;
T03;42186070;INTRODUCCION A LA ANTROPOLOGIA;
T03;42186071;CINE Y NARRATIVA;
T03;42186072;ANTROPOLOGIA SOCIO-CULTURAL;
T03;42186075;"SEM:""APUNTES PARA UNA LINGUISTICA COTIDIANA""";
T03;42186080;OPTATIVA I;
T03;42186081;OPTATIVA II;
T03;42186083;ELECTIVA I;
T03;42186084;FILOSOFIA ANTIGUA (DIC ESC. FILOSOFIA;
T03;42186089;PRUEBA DE SUFICIENCIA DEL IDIOMA PORTUGUES;
T03;42186090;MORFOLOGIA LATINA;
T03;42186102;CURSO DE NIVELACION (DE LETRAS MODERNAS);
T03;42186103; SEMINARIO DE TRADUCCION LITERARIA DE ID.ITALIANO;
T03;42186104;SEMINARIO DE LECTO-COMPRENSION DE INGLES;
T03;42186105;SEMINARIO DE TRADUCCION DE FRANCES;
T03;42186106;MITO Y RELIGION EN GRECIA Y ROMA;
T03;42186108;CURSO: ALGUNOS TEMAS DE LA GRAMATICA ESPA�OLA;
T03;42186109;SEMINARIO : ANALISIS DEL TEXTO DRAMATICO;
T03;42186111;SEMINARIO H.LITERARIA H.CULTURAL H.LATINOAMERICA;
T03;42186114;SEMINARIO LECTURA DE AUTORES DE CORDOBA;
T03;42186900;ELECTIVA SEMIOLOGIA(DICTA C.DE LA INFORMACION;
T02;42878;PROFESOR EN LETRAS MODERNAS;
T03;42878001;INTRODUCCION A LA FILOSOFIA;
T03;42878002;INTRODUCCION A LA LITERATURA;
T03;42878003;PSICOLOGIA FUNDAMENTAL;
T03;42878004;INTRODUCCION A LA HISTORIA;
T03;42878005;HISTORIA DE LA CULTURA;
T03;42878006;HISTORIA DEL ARTE;
T03;42878007;ANTROPOLOGIA FILOSOFICA;
T03;42878008;METODOS DE APRENDIZAJE E INVESTIGACION;
T03;42878011;LINGUISTICA GENERAL;
T03;42878012;HISTORIA DE LA LITERATURA ESPAÑOLA I;
T03;42878013;HISTORIA DE LA LITERATURA ARGENTINA I;
T03;42878015;LENGUA Y CULTURA LATINAS I;
T03;42878016;GRAMATICA;
T03;42878017;HISTORIA DE LA LITERATURA ESPAÑOLA II;
T03;42878018;HISTORIA DE LA LITERATURA HISPANO-AMERICANA I;
T03;42878019;HISTORIA DE LA LITERATURA ARGENTINA II;
T03;42878020;LENGUA Y CULTURA LATINAS II;
T03;42878022;HISTORIA DE LA LITER.HISPANO-AMERICANA II;
T03;42878023;HISTORIA DE LA LENGUA Y DIALEC.ESPAÑOLAS;
T03;42878024;LITERATURA FRANCESA;
T03;42878025;LITERATURA ITALIANA;
T03;42878026;SEMINARIO;
T03;42878028;ESTETICA Y CRITICA MODERNA;
T03;42878030;LITERATURA ALEMANA;
T03;42878031;LITERATURA INGLESA;
T03;42878032;SEMINARIO DE LENGUA Y CULTURA LATINAS;
T03;42878033;PRUEBA DE CAPACITACION DE IDIOMA ALEMAN;
T03;42878034;PRUEBA DE CAPACITACION DE IDIOMA ITALIANO;
T03;42878039;PRUEBA DE CAPACITACION DE IDIOMA INGLES;
T03;42878040;PRUEBA DE CAPACITACION DE IDIOMA FRANCES;
T03;42878041;PEDAGOGIA;
T03;42878042;DIDACTICA GENERAL;
T03;42878043;DIDACTICA ESPECIAL;
T03;42878044;ETICA PROFESIONAL;
T03;42878045;METODOLOGIA OBSERV.Y PRACT.DE LA ENSEÑANZA;
T03;42878051;HISTORIA DEL PENSAMIENTO ARGENTINO;
T02;42886;PROF.EN LETRAS MODERNAS;
T03;42886001;INTRODUCCION A LA FILOSOFIA;
T03;42886002;INTRODUCCION A LA LITERATURA;
T03;42886011;LINGUISTICA GENERAL;
T03;42886012;LITERATURA ESPAÑOLA I;
T03;42886013;LITERATURA ARGENTINA I;
T03;42886016;GRAMATICA I;
T03;42886017;LITERATURA ESPAÑOLA II;
T03;42886018;LITERATURA HISPANOAMERICANA I;
T03;42886019;LITERATURA ARGENTINA II;
T03;42886022;LITERATURA HISPANOAMERICANA II;
T03;42886024;LITERATURA FRANCESA;
T03;42886025;LITERATURA ITALIANA;
T03;42886030;LITERATURA ALEMANA;
T03;42886031;LITERATURA DE HABLA INGLESA;
T03;42886032;LITERATURA CLASICA GRIEGA Y LATINA;
T03;42886041;PEDAGOGIA;
T03;42886043;DIDACTICA ESPECIAL;
T03;42886045;METODOLOGIA OBSERVACION Y PRACT.DE LA ENSEÑANZA;
T03;42886051;SEMINARIO DEL PENSAMIENTO LATINOAMERICANO;
T03;42886052;METODOS Y TECNICA DE INVESTIGACION CIENTIFICA;
T03;42886053;METODOLOGIA DEL ESTUDIO LITERARIO I;
T03;42886056;TEORIA LITERARIA;
T03;42886061;HISTORIA DE LA LENGUA ESPAÑOLA;
T03;42886062;GRAMATICA II;
T03;42886064;GRAMATICA III;
T03;42886065;MORFOLOGIA LATINA;
T02;44178;LIC. EN HISTORIA;
T03;44178001;INTRODUCCION A LA FILOSOFIA;
T03;44178002;INTRODUCCION A LA LITERATURA (DIC.LET.MODERN.);
T03;44178003;PSICOLOGIA FUNDAMENTAL (DIC.ESC.PSICOL.);
T03;44178004;INTRODUCCION A LA HISTORIA (DIC.ESC.HIST.);
T03;44178005;HISTORIA DE LA CULTURA (DIC.ESC.HIST.);
T03;44178006;HISTORIA DEL ARTE (DIC.ESC.ARTES);
T03;44178007;ANTROPOLOGIA FILOSOFICA;
T03;44178008;METODOS DE APRENDIZAJE E INVEST. (DIC.C.EDUC.);
T03;44178011;HISTORIA DE ESPAÑA MEDIEVAL Y MODERNA;
T03;44178012;PREHISTORIA Y ARQUEOLOGIA;
T03;44178013;HISTORIA ANTIGUA;
T03;44178014;PALEOGRAFIA Y DIPLOMATICA;
T03;44178015;LENGUA Y CULTURA LATINAS I;
T03;44178017;LIT. HISPANOAMERICANA I  (DIC. ESC. DE LETRAS);
T03;44178018;HISTORIA DE AMERICA I;
T03;44178019;HISTORIA DE LA EDAD MEDIA;
T03;44178020;GEOGRAFIA HUMANA;
T03;44178021;LATIN ESPECIALIZADO;
T03;44178022;HISTORIA ARGENTINA I;
T03;44178025;HISTORIA AMERICA II;
T03;44178026;HISTORIA MODERNA;
T03;44178027;HISTORIA ARGENTINA II;
T03;44178028;HISTORIA DE LA SOCIOLOGIA;
T03;44178029;GRIEGO;
T03;44178031;FILOSOFIA CONTEMPORANEA I (DIC.ESC.FILOSOFIA);
T03;44178033;SOCIOLOGIA;
T03;44178034;PRUEBA DE SUFICIENCIA DE IDIOMA ITALIANO;
T03;44178035;SEMINARIO FINAL DE INVESTIGACION;
T03;44178037;PRUEBA DE SUFICIENCIA IDIOMA ITALIANO;
T03;44178039;PRUEBA DE SUFICIENCIA DE IDIOMA INGLES;
T03;44178040;PRUEBA DE SUFICIENCIA DE IDIOMA FRANCES;
T03;44178041;PEDAGOGIA;
T03;44178042;DIDACTICA GENERAL;
T03;44178043;DIDACTICA ESPECIAL;
T03;44178044;ETICA PROFESIONAL;
T03;44178045;METODOLOGIA OBSERV.Y PRACT.DE LA ENSEÑANZA;
T03;44178050;HISTORIA CONTEMPORANEA;
T03;44178051;HISTORIA DEL PENS Y LA CULTURA ARGENTINOS;
T03;44178053;FILOSOFIA DE LA HISTORIA;
T03;44178054;HISTORIA DE LA HISTORIOGRAFIA;
T03;44178055;METODOLOGIA DE LA INVESTIGACION HISTORICA;
T03;44178057;HISTORIA DE LA FILOSOFIA ANTIGUA;
T03;44178058;HISTORIA DE LA FILOSOFIA MEDIEVAL;
T03;44178059;GRIEGO ESPECIALIZADO;
T03;44178060;GRIEGO I;
T03;44178061;HISTORIA DE LA FILOS. MODERNA;
T03;44178062;HISTORIA DE LA FILOSOFIA CONTEMPORANEA;
T03;44178063;LATIN I;
T03;44178064;LATIN II;
T03;44178065;LATIN III;
T03;44178067;HISTORIA DE LA CIENCIA I;
T03;44178068;FILOSOFIA ANTIGUA;
T03;44178069;FILOSOFIA MEDIEVAL;
T03;44178070;ANTROPOLOGIA SOCIO-CULTURAL;
T03;44178071;PRUEBA DE SUFICIENCIA IDIOMA ITALIANO;
T03;44178072;PRUEBA DE SUFICIENCIA DE IDIOMA ALEMAN;
T03;44178073;HISTORIA DE LAS DOC. POLIT. Y SOCIALES;
T03;44178074;HISTORIA DE AMERICA III;
T03;44178075;HISTORIA DE LAS CIENCIAS II;
T03;44178076;HISTORIA CONTEMPORANEA DE ASIA Y AFRICA;
T03;44178077;HISTORIA ARGENTINA III;
T03;44178078;DERECHO INTERNACIONAL PUBLICO;
T03;44178079;PRUEBA DE SUFICIENCIA DE IDIOMA PORTUGUES;
T03;44178080;PRUEBA DE SUFICIENCIA DE IDIOMA ALEMAN;
T03;44178081;PRUEBA DE SUFICIENCIA DE IDIOMA LATIN;
T03;44178082;PRUEBA DE SUFICIENCIA DE IDIOMA GRIEGO;
T03;44178083;INTRODUCCION A LA ECONOMIA POLITICA;
T03;44178084;TEORIA POLITICA;
T03;44178085;EPISTEMOLOGIA TEOR.Y MET.DE LAS CS.SOCIALES;
T03;44178086;HISTORIA DE LA FILOSOFIA MODERNA;
T03;44178087;HISTORIA DE LA FILOSOFIA CONTEMPORANEA;
T03;44178088;HISTORIA ECONOMICA ARGENTINA;
T03;44178089;ANTROPOLOGIA FISICA;
T03;44178090;ETNOLOGIA AMERICANA Y ARGENTINA;
T03;44178091;SEMINARIO I;
T03;44178092;SEMINARIO II;
T03;44178093;SEMINARIO III;
T03;44178094;SEMINARIO IV;
T03;44178095;CURSILLO I;
T03;44178096;CURSILLO II;
T03;44178097;CURSILLO III;
T03;44178098;CURSILLO IV;
T03;44178099;OPTATIVA I;
T03;44178100;OPTATIVA II;
T03;44178101;OPTATIVA III;
T03;44178102;CURSILLO AMERICA I;
T03;44178103;CURSILLO (ASPEC.METOD.HA.AMERICANA CONTEMP.);
T03;44178104;CURSILLO (LA NUEVA ANTROPOLOGIA);
T03;44178105;CURSILLO (EL SIND. DE LA ARG. AGRO. EXPOR.);
T03;44178106;SEMINARIO (DIST. ASPEC. DE LA HA. CBA.);
T03;44178107;OPTATIVA (HISTORIA DEL PENSAMIENTO);
T03;44178108;OPTATIVA (HISTORIA DE ESPA�A);
T03;44178109;OPTATIVA (HISTORIA DE LA CULTURA GRAL.);
T03;44178110;CURSILLO (HIST.CONTEMPORANEA DE JAPON);
T03;44178111;SEMINARIO (MODER./CONC.FIN DE LA HISTORIA);
T02;44186;LIC. EN HISTORIA;
T03;44186001;INTRODUCCION A LA FILOSOFIA;
T03;44186004;INTRODUCCION A LA HISTORIA;
T03;44186005;HISTORIA DE LA CULTURA;
T03;44186011;HISTORIA DE ESPAÑA MEDIEVAL Y MODERNA;
T03;44186012;PREHISTORIA Y ARQUEOLOGIA;
T03;44186013;HISTORIA ANTIGUA;
T03;44186014;PALEOGRAFIA Y DIPLOMATICA;
T03;44186018;HISTORIA DE AMERICA I;
T03;44186019;HISTORIA DE LA EDAD MEDIA;
T03;44186020;GEOGRAFIA HUMANA;
T03;44186022;HISTORIA ARGENTINA I;
T03;44186025;HISTORIA AMERICA II;
T03;44186026;HISTORIA MODERNA;
T03;44186027;HISTORIA ARGENTINA II;
T03;44186031;FILOSOFIA CONTEMPORANEA I (DIC.ESC.FILOSOFIA);
T03;44186033;SOCIOLOGIA;
T03;44186034;PRUEBA DE SUFICIENCIA DE IDIOMA ITALIANO;
T03;44186035;SEMINARIO FINAL DE INVESTIGACION;
T03;44186036;SEMINARIO V;
T03;44186037;OPTATIVA IV;
T03;44186039;PRUEBA DE SUFICIENCIA DE IDIOMA INGLES;
T03;44186040;PRUEBA DE SUFICIENCIA DE IDIOMA FRANCES;
T03;44186050;HISTORIA CONTEMPORANEA;
T03;44186051;HISTORIA DEL PENS Y LA CULTURA ARGENTINOS;
T03;44186052;OPT. SOC.DE LA OBRA LIT.(DIC.ESC.LETRAS);
T03;44186053;FILOSOFIA DE LA HISTORIA (DIC. ESC. HISTORIA;
T03;44186054;EPISTEMOLOGIA (TEOR.Y MET.DE LAS CS.SOCIALES);
T03;44186055;METODOLOGIA DE LA INVESTIGACION HISTORICA;
T03;44186056;MITO Y RELIGION EN GRECIA Y ROMA (ESC. LETRAS;
T03;44186058;FILOSOFIA MEDIEVAL I (DIC. ESCUELA FILOSOFIA);
T03;44186060;GRIEGO I;
T03;44186061;GRIEGO II;
T03;44186062;GRIEGO III;
T03;44186063;LATIN I;
T03;44186064;LATIN II;
T03;44186065;LATIN III;
T03;44186067;HISTORIA DE LA CIENCIA I (DIC ESC. FILOSOFIA);
T03;44186068;FILOSOFIA ANTIGUA;
T03;44186069;FILOSOFIA MEDIEVAL;
T03;44186070;ANTROPOLOGIA SOCIO-CULTURAL;
T03;44186071;ESTADISTICA Y DEMOGRAFIA HISTORICA;
T03;44186072;HISTORIA DE LAS DOCTRINAS ECONOMICAS;
T03;44186073;HISTORIA DE LAS DOC. POLIT. Y SOCIALES;
T03;44186074;HISTORIA DE AMERICA III;
T03;44186075;HISTORIA DE LAS CIENCIAS II;
T03;44186076;HISTORIA CONTEMPORANEA DE ASIA Y AFRICA;
T03;44186077;HISTORIA ARGENTINA III;
T03;44186078;DERECHO INTERNACIONAL PUBLICO;
T03;44186079;PRUEBA DE SUFICIENCIA DE IDIOMA PORTUGUES;
T03;44186080;PRUEBA DE SUFICIENCIA DE IDIOMA ALEMAN;
T03;44186081;PRUEBA DE SUFICIENCIA DE IDIOMA LATIN;
T03;44186082;PRUEBA DE SUFICIENCIA DE IDIOMA GRIEGO;
T03;44186083;INTRODUCCION A LA ECONOMIA POLITICA;
T03;44186084;TEORIA POLITICA;
T03;44186085;HIST. Y SOCIOL. DE LAS RELAC. INTERNAC.;
T03;44186086;HISTORIA DE LA FILOSOFIA MODERNA;
T03;44186087;HISTORIA DE LA FILOSOFIA CONTEMPORANEA;
T03;44186088;HISTORIA ECONOMICA ARGENTINA;
T03;44186089;ANTROPOLOGIA FISICA;
T03;44186090;ETNOLOGIA AMERICANA Y ARGENTINA;
T03;44186091;SEMINARIO ;
T03;44186092;SEMINARIO II;
T03;44186093;SEMINARIO III;
T03;44186094;SEMINARIO IV;
T03;44186095;CURSILLO I;
T03;44186096;CURSILLO II;
T03;44186097;CURSILLO III;
T03;44186098;CURSILLO IV;
T03;44186099;OPTATIVA I;
T03;44186100;OPTATIVA II;
T03;44186101;OPTATIVA III;
T03;44186102;CURSO NIVELACION (HISTORIA);
T03;44186103;CURSILLO (ASPEC.METOD.HA.AMERICANA CONTEMP.);
T03;44186104;CURSILLO (LA NUEVA ANTROPOLOGIA);
T03;44186105;CURSILLO (EL SIND. DE LA ARG. AGRO. EXPOR.);
T03;44186106;SEMINARIO (DIST. ASPEC. DE LA HA. CBA.);
T03;44186107;OPTATIVA - HISTORIA DEL PENSAMIENTO;
T03;44186108;OPTATIVA (HISTORIA DE ESPA�A);
T03;44186109;OPTATIVA (HISTORIA DE LA CULTURA GRAL.);
T03;44186110;CURSILLO (HIST.CONTEMPORANEA DE JAPON);
T03;44186111;SEMINARIO (MODER./CONC.FIN DE LA HISTORIA);
T03;44186112;SEM. FORMACION G.SOCIALES DOM. EN CORDOBA;
T03;44186113;SEMINARIO FORMAC.G.SOCIALES DOM.EN CBA. IV;
T03;44186115;CURSILLO DE HISTORIA DE AMERICA I;
T03;44186116;OPTATIVA  ETNOHISTORIA;
T03;44186117;CURSILLO H.DE LA C.VI.Y EXP.EN LA O DE GIRARD;
T03;44186118;SEMINARIO DE HISTORIA DE LA CULTURA;
T03;44186119;CURSILLO INTRODUCCION A LA HISTORIA;
T03;44186120;SEMINARIO PAL.YDIPL.LOS PROT.NOT.IN.HISTORICA;
T03;44186121;SEMINARIO PAL.DIPL.ENC.INDIG.S.XVIII DOC.AHPC;
T03;44186122;SEMINARIO PREH.ARQUE.TECN.MET.EN ARQUEOLOGIA;
T03;44186123;SEMINARIO HISTORIA URBANA;
T03;44186124;SEMINARIO HISTORIA AGRARIA;
T03;44186125;SEMINARIO PAL.DIPL.ESCRITURA HISPANOAMERICANA;
T03;44186126;CURSILLO CONTEMPORANEA;
T03;44186127;SEMINARIO HISTORIA DEL PENSAMIENTO;
T03;44186128;HISTORIA DE LA CIENCIA I (DIC.ESC. FILOSOFIA);
T03;44186129;SEMINARIO PENS.UTOPICO (DIC.ESC.FILOSOFIA);
T03;44186130;SEMINARIO FIN DE LA HISTORIA;
T03;44186132;SEMINARIO DE LAS RELACIONES INTERAMERICANAS;
T03;44186134;ETNOHISTORIA  (OPTATIVA);
T03;44186138;PRUEBA DE SUF.IDIOMA FRANCES C.DE LECTO-COMPR;
T03;44186139; PRUEBA DE SUF.IDIOMA INGLES C.DE LECTO-COMPRE;
T03;44186140;PRUEBA DE SUF.IDIOMA ITALIANO C.DE LECTO-COMP;
T03;44186141;CURSO DE LECTO-COMPRENSION IDIOMA ALEMAN;
T03;44186142;SEMINARIO H. ANT. LA ANTIGUEDAD TARDIA;
T03;44186144;CURSILLO INT. HIST. LA ESCUELA DE LOS ANNALES;
T03;44186145;CURSILLO H.MODER.CAM. Y PERM EN LA FRANCIA;
T03;44186146;SEMINARIO DE TEORIA POLITICA;
T03;44186147;SEMINARIO H.ESP. EL DISCURSO EN LAS CRONICAS;
T03;44186148;CURSILLO AMER. II IDEOLOGIA NACIONAL POPULIST;
T03;44186149;SEMINARIO H.PENSAM.EL POSITIVISMO EN CORDOBA;
T03;44186150;SEMINARIO H. CONTEMPORANEA DE ASIA Y AFRICA;
T03;44186151;OPTATIVA DEMOGRAFIA HISTORICA;
T03;44186152;SEMINARIO ETNOHISTORIA LOS ANDES SEPTENTRIONA;
T03;44186153;OPTATIVA  H.CULTURA (ANTIGUA Y MEDIA);
T03;44186154;OPTATIVA H.CULTURA (MODERNA Y CONTEMPORANEA);
T03;44186155;SEM.HIST.AME.I EL DESCUB.DE AMERICA V CENTENA;
T03;44186157;SEMINARIO DE ITALIANO;
T03;44186158;CURSILLO DE METODOLOGIA DE LA INV. HISTORICA;
T03;44186160;SEMINARIO LAS POTEN.CENTRAL EN P.INTEG. S XIX;
T03;44186162;SEMINARIO ESTRUCT. ANTROPOL. DE LO IMAGINARIO;
T03;44186163;SEMINARIO DE PREHISTORIA Y ARQUEOLOGIA;
T03;44186164;SEMINARIO PAL.Y DIP.LA SECCION DE GOB. FUENT.;
T03;44186165;"SEMINARIO HIST. ARG. I ""B"" COR. PROC. DE MOD.";
T03;44186166;SEMINARIO EL SECTOR MERCANTIL EN LA SOC. COR.;
T03;44186167;SEMINARIO DE HISTORIA AMERICA II;
T03;44186168;CURSILLO HIST. MEDIEVAL: GENERO E HISTORIA;
T03;44186169;CURSILLO INT. A LA EC. POL. ESTRUCTURA Y CAM.;
T03;44186170;CURSILLO HIST.CONT.EL ISLAM EN LA POL.INTERN.;
T03;44186171;SEMINARIO DE HISTORIA DE AMERICA I;
T03;44186173;CURSILLO H.ESP.EL CONCEPTO DE LA RECONQUISTA;
T03;44186174;SEMINARIO AMERICA I;
T03;44186175;SEMINARIO METOD. INV.HCA;
T03;44186176;"CURS. ARG. I ""B"" CORDOBA 1852-1862";
T03;44186177;SEM. H.PENS.CORR.IDEOLOGICAS ALBORES SIGLO XX;
T03;44186178;SEM. ASIA Y AFR.TENT.INTER.H.CONT.COREA SUR;
T03;44186179;CURS.H.ASIA Y AFR.CRISIS EST.AFRICANO ACTUAL;
T03;44186180;SEM. TALLER APLICACION;
T03;44186181;SEMINARIO DE TEORIA POLITICA;
T03;44186999;TALLER DE APLICACION;
T02;44193;LICENCIATURA EN HISTORIA;
T03;44193001;INTRODUCCION A LA PROBLEMATICA FILOSOFICA;
T03;44193002;TALLER DE APLICACION;
T03;44193004;INTRODUCCION A LA HISTORIA;
T03;44193012;PREHISTORIA Y ARQUEOLOGIA;
T03;44193013;HISTORIA ANTIGUA GENERAL;
T03;44193014;PALEOGRAFIA Y DIPLOMATICA;
T03;44193018;HISTORIA DE AMERICA I;
T03;44193019;HISTORIA DE LA EDAD MEDIA;
T03;44193020;GEOGRAFIA HUMANA;
T03;44193022;HISTORIA ARGENTINA I;
T03;44193025;HISTORIA AMERICA II;
T03;44193026;HISTORIA MODERNA;
T03;44193027;HISTORIA ARGENTINA II;
T03;44193031;FILOSOFIA CONTEMPORANEA (OPTATIVA);
T03;44193033;SOCIOLOGIA;
T03;44193034;PRUEBA DE SUFICIENCIA IDIOMA ITALIANO;
T03;44193035;TRABAJO FINAL DE LICENCIATURA;
T03;44193039;PRUEBA DE SUFICIENCIA DE INGLES;
T03;44193040;PRUEBA DE SUFIC.IDIOMA FRANCES;
T03;44193050;HISTORIA CONTEMPORANEA;
T03;44193052;SOCIOLOGIA DE LA OBRA LITERARIA;
T03;44193053;FILOSOFIA DE LA HISTORIA;
T03;44193054;EPISTEMOLOGIA DE LAS CIENCIAS SOCIALES;
T03;44193055;METODOLOGIA DE LA INVESTIGACION HISTORICA;
T03;44193056;MITO Y RELIGION EN GRECIA Y ROMA;
T03;44193058;OPTATIVA*FILOSOFIA MEDIEVAL I (ESC.FILOSOFIA;
T03;44193060;OPTATIVA*   GRIEGO I;
T03;44193062;OPTATIVA*   GRIEGO III;
T03;44193063;LENGUA Y CULTURA LATINA I;
T03;44193064;OPTATIVA*   LATIN  II;
T03;44193065;OPTATIVA*   LATIN  III;
T03;44193067;OPTATIVA* HISTORIA DE LA CIENCIA I (E.FILOSOFIA);
T03;44193068;FILOSOFIA ANTIGUA;
T03;44193069;OPTATIVA* FILOSOFIA MEDIEVAL  (ESC. FILOSOFIA);
T03;44193070;ANTROPOLOGIA SOCIAL Y CULTURAL;
T03;44193072;OPTATIVA*HIST. DE LAS DOCTRINAS ECONOMICAS;
T03;44193073;OPTATIVA* HIST. DE LAS DOC.POLIT.Y SOCIALES;
T03;44193075;OPTATIVA*HISTORIA DE LAS CIENCIAS II;
T03;44193076;HISTORIA CONTEMPORANEA DE ASIA Y AFRICA;
T03;44193078;OPTATIVA*DERECHO INTER. PUBLICO  (FAC DERECHO);
T03;44193079;PRUEBA DE SUF. DE IDIOMA PORTUGUES;
T03;44193080;OPTATIVA*PRUEBA DE SUF. DE IDIOMA ALEMAN;
T03;44193083;ECONOMIA POLITICA;
T03;44193084;TEORIA POLITICA;
T03;44193085;OPTATIVA*HIST.Y SOC.DE LAS RE.INTERNACIONALES;
T03;44193086;OPTATIVA*HIST.DE LA FILOSOFIA MODERNA(FILOSOFIA);
T03;44193087;OPTATIVA*HIST. DE LA FILO.CONTEMPORANEA (FILO);
T03;44193088;OP.HISTORIA ECONOMICA ARGENTINA;
T03;44193102;CURSO NIVELACION (HISTORIA);
T03;44193107;HISTORIA DEL PENSAMIENTO Y LA CULTURA ARGENTINOS;
T03;44193108;OPTATIVA*HISTORIA DE ESPAÑA;
T03;44193109;OPTATIVA-HISTORIA DE LA CULTURA GRAL;
T03;44193116;ETNOHISTORIA ANDINA;
T03;44193119;CURSILLO INTRODUCCION A LA HISTORIA;
T03;44193123;OPTATIVA*SEMINARIO HISTORIA URBANA;
T03;44193124;SEMINARIO HISTORIA AGRARIA;
T03;44193127;SEM.HISTORIA DEL PENSAMIENTO;
T03;44193132;OPTATIVA*SEMINARIO DE LAS REL.INTERAMERICANAS;
T03;44193138;OPTATIVA*PR.SUF.IDIOMA FRANCES C.DE LECTO-COM;
T03;44193139;SEMINARIO LECTO-COMPRENSION IDIOMA INGLES;
T03;44193140;OPTATIVA*PR.SUF.IDIOMA ITALIANO C.DE LECTO-C;
T03;44193141; OPTATIVA*PR SUF.IDIOMA ALEMAN C.DE LECTO-COM;
T03;44193142;SEMINARIO HISTORIA  ANTIGUA;
T03;44193150;SEM.HIST.CONT.DE ASIA Y AFRICA;
T03;44193151;DEMOGRAFIA HISTORICA;
T03;44193158;CURSILLO DE METODOLOGIA DE LA INV. HISTORICA;
T03;44193164;SEMINARIO PALEOGRAFIA Y DIPLOMATICA;
T03;44193171;OPTATIVA*SEMINARIO DE HISTORIA DE AMERICA I;
T03;44193175;OPTATIVA*SEMINARIO METOD. INVEST.HISTORICA;
T03;44193180;OPTATIVA* SEMINARIO TALLER APLICACION;
T02;44878;PROFESOR EN HISTORIA;
T03;44878004;INTRODUCCION A LOS ESTUDIOS HISTORICO;
T03;44878005;HISTORIA DE LA CULTURA;
T03;44878011;HISTORIA DE ESPAÑA MEDIEVAL Y MODERNA;
T03;44878012;PREHISTORIA Y ARQUEOLOGIA;
T03;44878013;HISTORIA ANTIGUA;
T03;44878014;PALEOGRAFIA;
T03;44878018;HISTORIA AMERICA I;
T03;44878019;HISTORIA MEDIEVAL;
T03;44878020;GEOGRAFIA HUMANA;
T03;44878022;HISTORIA ARGENTINA I;
T03;44878025;HISTORIA DE AMERICA II;
T03;44878026;HISTORIA MODERNA;
T03;44878027;HISTORIA ARGENTINA II;
T03;44878033;SOCIOLOGIA;
T03;44878041;PEDAGOGIA;
T03;44878042;DIDACTICA GENERAL;
T03;44878043;DIDACTICA ESPECIAL;
T03;44878044;ETICA PROFESIONAL;
T03;44878045;METODOLOGIA OBSERV.Y PRACT.DE LA ENSEÑANZA;
T03;44878050;HISTORIA CONTEMPORANEA I;
T03;44878051;HISTORIA DEL PENSAM.Y LA CULTURA ARGENTINOS;
T03;44878054;TEORIA Y METODO DE LAS CIENCIAS SOCIALES;
T03;44878055;METODOLOGIA DE LA INVESTIGACION HISTORICA;
T03;44878101;SEMINARIO (MODER./CONC.FIN DE LA HISTORIA);
T03;44878102;CURSILLO AMERICA I;
T03;44878103;CURSILLO (ASPEC.METOD.HA.AMERICANA CONTEMP.);
T03;44878104;CURSILLO (LA NUEVA ANTROPOLOGIA);
T03;44878105;CURSILLO (EL SIND. DE LA ARG. AGRO. EXPOR.);
T03;44878106;SEMINARIO (DIST. ASPEC. DE LA HA. CBA.);
T03;44878107;OPTATIVA (HISTORIA DEL PENSAMIENTO);
T03;44878108;OPTATIVA (HISTORIA DE ESPAÑA);
T03;44878109;OPTATIVA (HISTORIA DE LA CULTURA GRAL.);
T03;44878110;CURSILLO (HIST.CONTEMPORANEA DE JAPON);
T02;44886;PROFESOR EN HISTORIA;
T03;44886004;INTRODUCCION A LOS ESTUDIOS HISTORICOS;
T03;44886005;HISTORIA DE LA CULTURA;
T03;44886011;HISTORIA DE ESPAÑA MEDIEVAL Y MODERNA;
T03;44886012;PREHISTORIA Y ARQUEOLOGIA;
T03;44886013;HISTORIA ANTIGUA;
T03;44886014;PALEOGRAFIA;
T03;44886018;HISTORIA AMERICA ;
T03;44886019;HISTORIA MEDIEVAL;
T03;44886020;GEOGRAFIA HUMANA;
T03;44886022;HISTORIA ARGENTINA I;
T03;44886025;HISTORIA DE AMERICA II;
T03;44886026;HISTORIA MODERNA;
T03;44886027;HISTORIA ARGENTINA II;
T03;44886033;SOCIOLOGIA;
T03;44886041;PEDAGOGIA;
T03;44886042;DIDACTICA GENERAL;
T03;44886043;DIDACTICA ESPECIAL;
T03;44886045;METODOLOGIA OBSERV.Y PRACT.DE LA ENSE#ANZA;
T03;44886050;HISTORIA CONTEMPORANEA I;
T03;44886051;HISTORIA DEL PENSAM.Y LA CULTURA ARGENTINOS;
T03;44886054;TEORIA Y METODO DE LAS CIENCIAS SOCIALES;
T03;44886055;METODOLOGIA DE LA INVESTIGACION HISTORICA;
T03;44886070;INTRODUCCION A LA ANTROPOLOGIA;
T03;44886101;SEMINARIO (MODER./CONC.FIN DE LA HISTORIA);
T03;44886102;CURSILLO AMERICA ;
T03;44886103;CURSILLO (ASPEC.METOD.HA.AMERICANA CONTEMP.);
T03;44886104;CURSILLO (LA NUEVA ANTROPOLOGIA);
